,name,price,deskripsi,isi_deksripsi
2049,Dove Deodorant Sensitive Anti Perspirant Roll On 40 ml,Rp17.000 - Rp30.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol bola aplikator @ 40 ml**Unilever**BPOM: NA18180900189
2050,Dove Whitening Original Roll On 40 ml,Rp20.100 - Rp29.500,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Merawat lembut kulit ketiak**Water, sodium laureth sulfate, dimethiconol, cocamidopropyl betaine, perfume, glycol distearate, sodium benzoate, glycerin, citric acid, sodium chloride, carbomer, gluconolactone, TEA-dodecylbenzenesulfonate, guar hydroxypropyltrimonium chloride, TEA-sulfate, sodium hydroxide, mica, cocamide MEA, sodium sulfate, trehalose, PEG-45M, cyclotetrasiloxane, phenoxyethanol, disodium EDTA, titanium dioxide, helianthus annuus (sunflower) seed oil zinc gluconate,climbazole,lysine HCL,silica, iodopropynyl.**Sesuai kebutuhan**untuk kulit ketiak**Produk Konsumen**Roll On 40 ml X 1**Unilever"
2051,Emina Body Mist Indian Summer 80 ml,Rp47.100 - Rp53.400,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 80 ml**Paragon Technology and Innovation
2052,Emina Body Mist Pixie Dust 80 ml,Rp44.400 - Rp48.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 80 ml**Paragon Technology and Innovation
2053,EvanGeline Eau De Parfum Spray Vaporisateur Capricorn 50 ml,Rp23.000 - Rp36.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 50 ml**None
2054,EvanGeline Eau De Parfum Spray Vaporisateur Virgo 50 ml,Rp23.000 - Rp36.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 50 ml**None
2055,Evangeline Eau De Parfum Natural Spray Angel 60 ml,Rp35.200 - Rp51.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 60 ml**Griff Prima Abadi**BPOM: NA18130600508
2056,Evangeline Eau De Parfum Natural Spray Elle 100ml,Rp29.900 - Rp39.400,Deskripsi**Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Evangeline Perfume Elle merupakan parfum yang memiliki wangi yang tahan lama dan mampu memberikan kesegaran sepanjang hari. Parfum ini hadir dengan aroma Elle yang memiliki wangi yang menyegarkan. Parfum ini sangat cocok Anda gunakan untuk beragam aktivitas Anda sehari-hari. Hadir dengan ukuran 100 ml, parfum dari Evangeline ini cocok Anda bawa kemana saja Anda bepergian.**Sebagai parfum yang memiliki wangi yang tahan lama dan mampu memberikan kesegaran sepanjang hari.**Produk Konsumen**Botol @ 100 ml**Griff Prima Abadi**BPOM: NA18170601892"
2057,Evangeline Eau De Parfum Natural Spray Evolve 100 ml,Rp33.800 - Rp55.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Griff Prima Abadi**BPOM: NA18160600183
2058,Evangeline Eau De Parfum Natural Spray Pink Sakura 100 ml,Rp33.900 - Rp52.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Griff Prima Abadi**BPOM: NA18170601888
2059,Evangeline Eau De Parfum Natural Spray Red Sakura 100 ml,Rp33.900 - Rp39.800,Deskripsi**Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Evangeline Perfume Red Sakura merupakan parfum yang memiliki wangi yang tahan lama dan mampu memberikan kesegaran sepanjang hari. Parfum ini hadir dengan aroma Red Sakura yang memiliki wangi yang menyegarkan. Parfum ini sangat cocok Anda gunakan untuk beragam aktivitas Anda sehari-hari.**Sebagai parfum yang memiliki wangi yang tahan lama dan mampu memberikan kesegaran sepanjang hari.**Produk Konsumen**Botol @ 100 ml**Griff Prima Abadi**BPOM: NA18170601889
2060,Evangeline Eau De Parfum Natural Spray White Sakura 100 ml,Rp33.900 - Rp52.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Griff Prima Abadi**BPOM: NA18170601886
2061,Harum Sari Bedak BB Ekstra Wangi 10 Sachet,Rp7.300 - Rp18.700,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, 10 Sachet @ 13gram**None"
2062,Herborist Natural Scent Green Tea 120 ml,Rp17.200 - Rp24.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 120 ml**Victoria Care Indonesia
2063,Imperial Leather Body Mist Mermaid Magic 100 ml,Rp19.500 - Rp21.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Cussons Indonesia**BPOM: NA18190606593
2064,Izzi Body Mist Dazzling Love 60 ml,Rp8.700 - Rp13.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 ml**Unza Vitalis
2065,Izzi Body Mist Eternal Love 100 ml,Rp15.500 - Rp19.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Unza Vitalis
2066,Izzi Body Mist Forever Love 100 ml,Rp15.500 - Rp19.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Unza Vitalis
2067,Izzi Body Mist Magical Love 100 ml,Rp17.200 - Rp19.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Unza Vitalis
2068,Izzi Body Mist Magical Love 60 ml,Rp8.700 - Rp13.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 ml**Unza Vitalis
2069,Izzi Body Mist True Love 100 ml,Rp17.200 - Rp21.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Unza Vitalis
2070,Izzi Body Mist True Love 60 ml,Rp12.200 - Rp13.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 ml**Unza Vitalis
2071,Kahf Eau De Toilette Revered Oud 35 ml,Rp77.000 - Rp83.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 35 ml**Paragon Technology & Innovation
2072,Kahf Soothing Antiperspirant Deodorant Roll On 50 ml,Rp20.000 - Rp29.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 50 ml**Paragon Technology & Innovation
2073,MBK Deodorant Roll On Black 40 ml,Rp7.100 - Rp20.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 40 ml**Bahagia Idkho Mandiri
2074,MBK Deodorant Roll On Blue 40 ml,Rp8.600 - Rp20.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 40 ml**Bahagia Idkho Mandiri
2075,MBK Deodorant Roll On Pink 40 ml,Rp8.600 - Rp15.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 40 ml**Bahagia Idkho Mandiri
2076,MBK Deodorant Roll On Purple 40 ml,Rp11.600 - Rp20.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 40 ml**Bahagia Idkho Mandiri
2077,MBK Powder 12 Sachet,Rp23.400 - Rp390.000,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Mengurangi bau keringat yang tidak enak untuk pria dan wanita.**Tawas, Talk, Parfume**Ambillah dengan jari, lalu gosokkan pada ketiak.**Taburkan setiap habis mandi.**Produk Konsumen**Sachet 12 x 1**Bahagia Idkho Mandiri**BPOM: NA18170900021"
2078,MBK Putih Powder 60 g,Rp900 - Rp14.500,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Mengurangi bau keringat yang tidak enak dengan cara mengurangi produksi keringat dan memberi keharuman pada tubuh.**Sesuai kebutuhan**Produk Konsumen**Pot @ 60 g**Bahagia Idkho Mandiri**BPOM: NA18170900021
2079,MBK Silver Powder 60 g,Rp14.000 - Rp19.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pot @ 60 gram**Bahagia Idkho Mandiri
2080,Morris Body Mist Confidence 50 ml,Rp13.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 50 ml**None
2081,Musk By Lilian Ashley Body Spray White 100 ml,Rp32.900 - Rp51.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**None
2082,Mustika Puteri Body Splash Chamomile 135 ml,Rp12.800 - Rp19.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 135 ml**None
2083,Mustika Puteri Body Splash Flower Bouquet 135 ml,Rp14.700 - Rp20.400,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 135 ml**None
2084,Mustika Puteri Body Splash Orchid 135 ml,Rp10.600 - Rp20.400,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 135 ml**None
2085,Mustika Puteri Body Splash Orchid 245 ml,Rp19.000 - Rp25.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 245 ml**None
2086,Mustika Puteri Body Splash Rose Mango 135 ml,Rp10.600 - Rp19.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 135 ml**None
2087,Mustika Puteri Body Splash White Lily 135 ml,Rp10.600 - Rp20.400,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 135 ml**None
2088,Mustika Puteri Body Splash White Lily 245 ml,Rp20.400 - Rp25.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 245 ml**None
2089,Mustika Puteri Lime Jasmine 135 ml,Rp10.600 - Rp19.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 135 ml**None
2090,Mustika Puteri Lime Jasmine 245 ml,Rp19.000 - Rp25.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 245 ml**None
2091,Nivea Deodorant Dry Comfort Roll On 25 ml,Rp10.400 - Rp15.700,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"NIVEA DEODORANT DRY COMFORT ROLL dengan formula DryPlus System dan mineral membantu mengatur perspirasi, sehingga memberikan perlindungan anti-perspirant. Produk ini dapat melindungi dari bau badan, dengan wangi lembut yang menyegarkan. Deodoran ini tidak mengandung Ethyl Alcohol dan pewarna, sehingga aman untuk kulit.**Membantu mengatur perspirasi, sehinggga terlindung dari bau badan akibat keringat berlebih.**Oleskan deodoran secara merata pada ketiak, biarkan produk benar-benar mengering sebelum mengenakan pakaian. Agar lebih efektif gunakan deodoran secara teratur setiap hari sebelum mulai beraktivitas.**Produk Konsumen**Botol 25 ml**Beiersdorf Indonesia"
2092,Nivea Deodorant Dry Comfort Roll On 50 ml,Rp19.000 - Rp28.500,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"NIVEA DEODORANT DRY COMFORT ROLL dengan formula DryPlus System dan mineral membantu mengatur perspirasi, sehingga memberikan perlindungan anti-perspirant. Produk ini dapat melindungi dari bau badan, dengan wangi lembut yang menyegarkan. Deodoran ini tidak mengandung Ethyl Alcohol dan pewarna, sehingga aman untuk kulit.**Membantu mengatur perspirasi, sehinggga terlindung dari bau badan akibat keringat berlebih.**Oleskan deodoran secara merata pada ketiak, biarkan produk benar-benar mengering sebelum mengenakan pakaian. Agar lebih efektif gunakan deodoran secara teratur setiap hari sebelum mulai beraktivitas.**Produk Konsumen**Botol 50 ml**Beiersdorf Indonesia"
2093,Nivea Deodorant Extra Whitening Roll On 25 ml,Rp9.500 - Rp16.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"NIVEA DEODORANT EXTRA WHITENING ROLL ON merupakan deodorant diperkaya dengan Vitamin C dan Ekstrak Mutiara untuk mencerahkan, menghaluskan dan mengecilkan pori. Produk ini dapat melindungi dari keringat dan bau badan, serta tidak mengandung Ethyl Alcohol dan pewarna, sehingga aman untuk kulit.**Membantu melindungi diri dari bau badan akibat keringat berlebih, serta membantu mencerahkan, menghaluskan dan mengecilkan pori-pori kulit ketiak.**Oleskan deodoran secara merata pada ketiak, biarkan produk benar-benar mengering sebelum mengenakan pakaian. Agar lebih efektif gunakan deodoran secara teratur setiap hari sebelum mulai beraktivitas.**Produk Konsumen**Botol 25 ml**Beiersdorf Indonesia"
2094,Nivea Deodorant Extra Whitening Roll On 50 ml,Rp14.600 - Rp29.700,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"NIVEA DEODORANT EXTRA WHITENING ROLL ON merupakan deodorant diperkaya dengan Vitamin C dan Ekstrak Mutiara untuk mencerahkan, menghaluskan dan mengecilkan pori. Produk ini dapat melindungi dari keringat dan bau badan, serta tidak mengandung Ethyl Alcohol dan pewarna, sehingga aman untuk kulit.**Membantu melindungi diri dari bau badan akibat keringat berlebih, serta membantu mencerahkan, menghaluskan dan mengecilkan pori-pori kulit ketiak.**Oleskan deodoran secara merata pada ketiak, biarkan produk benar-benar mengering sebelum mengenakan pakaian. Agar lebih efektif gunakan deodoran secara teratur setiap hari sebelum mulai beraktivitas.**Produk Konsumen**Botol 50 ml**Beiersdorf Indonesia**BPOM: NA18190905133"
2095,Nivea Deodorant Extra Whitening Spray 150 ml,Rp45.800 - Rp68.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"NIVEA DEODORANT EXTRA WHITENING SPRAY merupakan deodorant diperkaya dengan Vitamin C dan Ekstrak Mutiara untuk membantu mencerahkan, menghaluskan dan mengecilkan pori. Produk ini dapat membantu melindungi diri dari keringat dan bau badan, serta tidak mengandung Ethyl Alcohol dan pewarna, sehingga aman untuk kulit.**Membantu melindungi diri dari bau badan akibat keringat berlebih, serta membantu mencerahkan, menghaluskan dan mengecilkan pori-pori kulit ketiak.**Oleskan deodoran secara merata pada ketiak, biarkan produk benar-benar mengering sebelum mengenakan pakaian. Agar lebih efektif gunakan deodoran secara teratur setiap hari sebelum mulai beraktivitas.**Produk Konsumen**Botol spray @ 150 ml**Beiersdorf Indonesia**BPOM: NA49190905020"
2096,Nivea Deodorant Whitening Happy Shave Roll On 50 ml,Rp19.100 - Rp31.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 50 ml**Beiersdorf Indonesia
2097,Nivea Deodorant Whitening Hijab Fresh Roll On 50 ml,Rp23.000 - Rp31.000,Deskripsi**Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"NIVEA DEODORANT WHITENING HIJAB FRESH ROLL ON merupakan Hijabi Deodorant Pertama di Indonesia. Dengan kandungan VITAMIN C untuk mencerahkan dan SAKURA extract untuk segar seharian. NIVEA DEODORANT WHITENING HIJAB FRESH ROLL ON mampu memberikan proteksi selama 48 jam**Membantu mengatur perspirasi, sehinggga terlindung dari bau badan akibat keringat berlebih.**Produk Konsumen**Botol @ 50 ML**Beiersdorf Indonesia**BPOM: NA18200900120"
2098,Nivea Deodorant Whitening Silk Touch Roll On 50 ml,Rp16.500 - Rp28.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 50 ml**Beiersdorf Indonesia
2099,Nivea Whitening Deodorant Spray Hijab Fresh 150 ml,Rp49.700 - Rp68.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @150 ml**Beiersdorf Indonesia**BPOM: NA49210900007
2100,Perspirex Anti Perspirant Comfort Roll On 20 ml,Rp373.000,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Untuk memberikan perlindungan efektif terhadap keringat dan bau badan berlebih**Sesuai kebutuhan**Produk Konsumen**Botol @ 20 ml**None**BPOM: NC10200900001
2101,Perspirex Anti Perspirant Men Roll On 20 ml,Rp373.000,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Untuk memberikan perlindungan efektif terhadap keringat dan bau badan berlebih**Sesuai kebutuhan**Produk Konsumen**Botol @ 20 ml**None**BPOM: NC10200900003
2102,Perspirex Anti Perspirant Original Roll On 20 ml,Rp358.100,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Untuk memberikan perlindungan efektif terhadap keringat dan bau badan berlebih**Sesuai kebutuhan**Produk Konsumen**Botol @ 20 ml**None**BPOM: NC10190900001
2103,Perspirex Anti Perspirant Strong Roll On 20 ml,Rp265.800,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Untuk memberikan perlindungan efektif terhadap keringat dan bau badan berlebih**Sesuai kebutuhan**Produk Konsumen**Botol @ 20 ml**None**BPOM: NC10200900002
2104,Posh Body Spray Blaze Pink 150 ml,Rp20.500 - Rp27.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 150 ml**LION WINGS
2105,Posh Body Spray Fresh Spirit 150 ml,Rp20.500 - Rp27.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 150 ml**LION WINGS
2106,Posh Deodorant Roll On Anti Stain 50 ml,Rp16.100 - Rp20.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 50 ml**LION WINGS
2107,Posh Deodorant Roll On Charcoal 50 ml,Rp16.100 - Rp20.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 50 ml**LION WINGS
2108,Posh Men Body Spray Cool Blue 150 ml,Rp19.000 - Rp31.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 150 ml**LION WINGS
2109,Regazza Spray Cologne Passionate 100 ml,Rp30.500 - Rp37.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Priskila Prima Makmur
2110,Rexona Women Advance Whitening Deo Roll On 50 ml,Rp18.300 - Rp29.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 50 ml**Unilever
2111,Rexona Women Anti-Perspirant Advanced Whitening Deodorant Spray 150 ml,Rp40.000 - Rp54.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tabung kaleng 150 ml**Unilever
2112,Rexona Women Free Spirit Deo Spray 150 ml,Rp36.200 - Rp53.500,Indikasi Umum**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur,"Deodorant dan Anti perspirant mencegah keringat dan bau hingga 48 jam,**Terapkan deodoran ke ketiak yang bersih dan kering. Gunakan gerakan melingkar untuk cakupan yang merata. Rasakan angkat aroma segar. Rasakan rasa percaya diri dari perlindungan yang dapat Anda percayai.**Jangan gunakan pada kulit luka. Jika iritasi, hentika pemakaian dan konsultasikan ke dokter jika perlu.**Produk Konsumen**Botol 150 ml X 1**Unilever"
2113,Rexona Women Free Spirit Roll On 50 ml,Rp13.800 - Rp27.800,Indikasi Umum**Komposisi**Dosis**Golongan Produk**Kemasan**Manufaktur,"Perlindungan lebih maksimal terhadap keringat dan mengurangi bau badan**Water, Aluminium Chlorohydrate, Steareth-2, Helianthus Annuus (Sunflower) Seed Oil, Perfume, Steareth-20, Silica Dimethyl Siylate, Disodium EDTA, Pentaerylthrityl Tetra-di-t-butyl Hydroxyhydrocinnamate**Sesuai kebutuhan**Produk Konsumen**Roll On 40 ml**Unilever"
2114,Rexona Women Naturals Roll On 50 ml,Rp13.200 - Rp26.500,Indikasi Umum**Komposisi**Dosis**Perhatian**Golongan Produk**Kemasan**Manufaktur,Bebaskan aktifitasmu setiap saat dari bau badan yang menggangu dengan Rexona Women Deodorant Roll-On Natural yang melindungi keseharianmu setiap saat yang memberikan perlindungan agar tetap ketiak tetap kering sepanjang hari.**Water Aluminum Chlorohydrate Steareth2 Helianthus Annuus Sunflower Seed Oil Steareth20 Silica Dimethyl Silylate Disodium EDTA BHT**Oleskan 4-6 kali pada ketiak setiap habis mandi**Jangan gunakan pada kulit luka Bila terjadi iritasi hentikan pemakaian Konsultasi ke dokter bila perlu**Produk Konsumen**Botol aplikator @ 50 ml**Unilever
2115,Rexona Women Oxygen Roll On 40 ml,Rp10.200 - Rp18.300,Indikasi Umum**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur,"Deodorant dan Anti perspirant mencegah keringat dan bau hingga 48 jam,**Terapkan deodoran ke ketiak yang bersih dan kering. Gunakan gerakan melingkar untuk cakupan yang merata. Rasakan angkat aroma segar. Rasakan rasa percaya diri dari perlindungan yang dapat Anda percayai.**Jangan gunakan pada kulit luka. Jika iritasi, hentika pemakaian dan konsultasikan ke dokter jika perlu.**Produk Konsumen**Roll On 40 ml X 1**Unilever"
2116,Rexona Women Whitening Roll On 45 ml,Rp14.900 - Rp28.600,Indikasi Umum**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur,"Deodorant dan Anti perspirant mencegah keringat dan bau hingga 48 jam,**Terapkan deodoran ke ketiak yang bersih dan kering. Gunakan gerakan melingkar untuk cakupan yang merata. Rasakan angkat aroma segar. Rasakan rasa percaya diri dari perlindungan yang dapat Anda percayai.**Jangan gunakan pada kulit luka. Jika iritasi, hentika pemakaian dan konsultasikan ke dokter jika perlu.**Produk Konsumen**Botol bola aplikator @ 45 ml**Unilever"
2117,Rodeca Bedak Natural 60 g,Rp6.700 - Rp17.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 g**Nellco
2118,Sariayu Eksotika Tanjung Body Splash Cologne 150 ml,Rp29.500 - Rp37.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 150 ml**Martina Berto
2119,Sixsence Body Scent Dream About You Glamorous Orange 100 ml,Rp11.600 - Rp16.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 100 ml**Victoria Care Indonesia
2120,Sixsence Body Scent Maddly In Love Dazzling Purple 100 ml,Rp14.900 - Rp16.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 100 ml**Victoria Care Indonesia
2121,Sixsence Body Scent Missing You Crystal Blue 100 ml,Rp14.900 - Rp16.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Victoria Care Indonesia
2122,Victoria Body Scent Chic 120 ml,Rp20.200 - Rp25.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 120 ml**Victoria Care Indonesia
2123,Vitalis Body Scent Belle 120 ml,Rp16.200 - Rp25.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @120 ml**None
2124,Vitalis Body Scent Belle 60 ml,Rp12.500 - Rp16.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 60 ml**None
2125,Vitalis Body Scent Bless 60 ml,Rp10.300 - Rp15.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 60 ml**None
2126,Vitalis Body Scent Blissful 120 ml,Rp19.500 - Rp27.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 120 ml**Unza Vitalis
2127,Vitalis Body Scent Blossom 120 ml,Rp19.700 - Rp29.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 120 ml**Unza Vitalis
2128,Vitalis Body Scent Breeze 120 ml,Rp19.700 - Rp27.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 120 ml**Unza Vitalis
2129,Vitalis Body Scent Glamour Fantasy 120 ml,Rp22.800 - Rp37.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 120 ml**Unza Vitalis
2130,Vitalis Exotic Body Scent Caribbean Getaway 100 ml,Rp16.700 - Rp18.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 100 ml**Unza Vitalis
2131,Vivelle Eau De Toilette Blue 100 ml,Rp20.400 - Rp21.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 100 ml**Easton Kaleris Indonesia
2132,Wardah Eau De Toilette Flame 35 ml,Rp48.100 - Rp56.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Dus 35 ml**Paragon Technology and Innovation
2133,Wardah Roll On for Her 60 ml,Rp18.200 - Rp28.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 ml**Paragon Technology and Innovation
2134,Wardah Roll On for Him 60 ml,Rp18.500 - Rp29.700,Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Roll-On anti perspirant dengan formula alcohol-free, mengandung Triclosan sebagai antibacteri, membantu mengurangi keringat dan mencegah bau badan.**Anti bakteri Triclosan dan anti iritan Allantoin**Gunakan sehabis mandi, pastikan terlebih dahulu ketiak benar-benar kering. Oleskan deodoran tipis-tips pada ketiak. Tunggu hingga kering kemudian gunakan baju, menghindari terbentuknya noda pada baju. Jangan gunakan pada kulit yang iritasi/luka.**Produk Konsumen**Roll On 60 ml X 1**Paragon Technology and Innovation"
2135,Wardah Scentsation Body Mist Bliss 100 ml,Rp30.400 - Rp44.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Paragon Technology and Innovation
2136,Wardah Scentsation Body Mist Joyful 100 ml,Rp32.000 - Rp44.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Paragon Technology and Innovation
2137,Wardah Scentsation Body Mist Peaceful 100 ml,Rp32.000 - Rp42.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Paragon Technology and Innovation
2138,Wardah Scentsation Body Mist Purity 100 ml,Rp32.000 - Rp42.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Paragon Technology and Innovation
2139,Wardah Scentsation Eau De Toilette Bliss 35 ml,Rp43.500 - Rp64.500,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,"Parfum dengan aroma natural yang dapat memberikan aroma wangi buah-buahan yang membuat nyaman dan memberikan ketenangan cocok untuk digunakan untuk aktivitas sehari-hari.**Produk Konsumen**Dus, botol @ 35 ml**Paragon Technology and Innovation"
2140,Wardah Scentsation Eau De Toilette Joyful 35 ml,Rp43.500 - Rp64.500,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, botol @ 35 ml**Paragon Technology and Innovation"
2141,Wardah Scentsation Eau De Toilette Passion 35 ml,Rp48.000 - Rp64.500,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, botol @ 35 ml**Paragon Technology and Innovation"
2142,Wardah Scentsation Eau De Toilette Peaceful 35 ml,Rp43.500 - Rp67.300,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,"Body mist dengan aroma natural yang dapat memberikan aroma khas bagi pria maupun wanita dan cocok digunakan untuk aktivitas sehari-hari.**Produk Konsumen**Dus, botol @ 35 ml**Paragon Technology and Innovation"
2143,Zwitsal Body Mist For Adult 100 ml,Rp31.100 - Rp41.800,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Botol @ 100 ml**Unilever"
2144,Diapro Underpad XL 10 Pieces,Rp36.900 - Rp45.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,DIAPRO UNDERPAD merupakan alas yang dapat menyerap dan menahan cairan dengan cepat dan mudah. Underpad biasa digunakan untuk orang yang mengalami masalah dalam mengontrol berkemih sehingga tidak mengotori matras/kasur.**Alas yang dapat menyerap dan menahan cairan dengan cepat dan mudah.**Gunakan seperti perlak pada umumnya**Alat Kesehatan & Medis Habis Pakai**Plastik @ 10 pieces**Diapro**Kemenkes RI: AKD10903510075
2145,Easy Go Man Dsposable Briefs Size M,Rp69.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack**None
